,age,job,marital
8701,45,blue-collar,married
8702,36,blue-collar,married
8703,36,blue-collar,married
8704,47,blue-collar,married
8705,40,admin.,divorced
8706,31,blue-collar,single
8707,36,technician,single
8708,44,blue-collar,divorced
8709,24,technician,single
8710,45,entrepreneur,married
8711,54,entrepreneur,married
8712,35,blue-collar,single
8713,49,blue-collar,married
8714,38,technician,married
8715,55,retired,divorced
8716,27,technician,married
8717,54,technician,married
8718,25,services,single
8719,40,technician,married
8720,40,management,married
8721,47,blue-collar,married
8722,46,admin.,divorced
8723,46,blue-collar,married
8724,52,technician,married
8725,30,blue-collar,married
8726,39,admin.,single
8727,54,admin.,married
8728,36,technician,married
8729,33,blue-collar,married
8730,37,blue-collar,single
8731,59,blue-collar,married
8732,37,blue-collar,married
8733,38,blue-collar,married
8734,33,technician,divorced
8735,34,services,married
8736,38,technician,married
8737,42,blue-collar,married
8738,27,blue-collar,married
8739,22,services,single
8740,26,services,married
8741,51,technician,divorced
8742,51,admin.,married
8743,40,unemployed,divorced
8744,35,services,divorced
8745,54,admin.,married
8746,43,blue-collar,married
8747,36,technician,married
8748,45,services,married
8749,32,self-employed,married
8750,39,blue-collar,married
8751,36,admin.,divorced
8752,44,entrepreneur,single
8753,37,blue-collar,married
8754,37,blue-collar,married
8755,36,blue-collar,married
8756,46,self-employed,married
8757,58,blue-collar,married
8758,34,management,married
8759,45,unknown,married
8760,43,technician,married
8761,34,management,married
8762,45,blue-collar,married
8763,23,services,single
8764,33,admin.,single
8765,45,self-employed,married
8766,26,self-employed,married
8767,52,blue-collar,married
8768,34,admin.,married
8769,31,services,single
8770,31,services,single
8771,54,admin.,divorced
8772,35,blue-collar,married
8773,53,technician,married
8774,37,admin.,married
8775,34,services,married
8776,49,admin.,divorced
8777,55,housemaid,divorced
8778,30,blue-collar,single
8779,30,blue-collar,single
8780,45,blue-collar,married
8781,35,blue-collar,married
8782,35,blue-collar,married
8783,52,retired,married
8784,35,blue-collar,married
8785,58,blue-collar,married
8786,48,admin.,single
8787,28,admin.,single
8788,24,admin.,single
8789,32,blue-collar,married
8790,40,housemaid,married
8791,41,housemaid,married
8792,46,admin.,married
8793,29,services,single
8794,46,admin.,single
8795,36,technician,married
8796,32,admin.,married
8797,48,admin.,married
8798,41,services,divorced
8799,50,housemaid,married
8800,41,blue-collar,married
8801,28,technician,single
8802,41,blue-collar,married
8803,30,technician,married
8804,42,blue-collar,married
8805,52,management,divorced
8806,46,admin.,married
8807,41,technician,married
8808,23,services,single
8809,28,unknown,single
8810,33,self-employed,married
8811,45,blue-collar,married
8812,38,services,married
8813,44,management,married
8814,30,technician,single
8815,26,blue-collar,married
8816,57,retired,single
8817,52,blue-collar,divorced
8818,30,blue-collar,single
8819,35,admin.,married
8820,58,admin.,married
8821,46,blue-collar,married
8822,26,admin.,single
8823,52,self-employed,married
8824,48,management,married
8825,45,admin.,married
8826,49,blue-collar,married
8827,58,retired,married
8828,31,blue-collar,divorced
8829,41,technician,married
8830,27,admin.,single
8831,43,blue-collar,single
8832,33,services,married
8833,40,entrepreneur,married
8834,36,self-employed,divorced
8835,58,housemaid,married
8836,43,unemployed,married
8837,31,admin.,married
8838,32,services,single
8839,59,technician,married
8840,38,services,married
8841,30,blue-collar,married
8842,40,admin.,divorced
8843,45,blue-collar,married
8844,46,admin.,married
8845,41,blue-collar,married
8846,31,blue-collar,married
8847,31,blue-collar,married
8848,41,management,married
8849,39,services,divorced
8850,30,self-employed,single
8851,49,blue-collar,married
8852,56,blue-collar,married
8853,43,blue-collar,married
8854,53,blue-collar,married
8855,29,blue-collar,single
8856,37,services,married
8857,52,technician,married
8858,45,blue-collar,married
8859,57,technician,divorced
8860,57,blue-collar,married
8861,36,management,married
8862,36,blue-collar,married
8863,50,blue-collar,married
8864,40,entrepreneur,married
8865,39,blue-collar,married
8866,28,technician,single
8867,40,management,married
8868,28,blue-collar,married
8869,39,blue-collar,married
8870,32,entrepreneur,married
8871,37,technician,married
8872,49,entrepreneur,married
8873,49,blue-collar,married
8874,40,unemployed,divorced
8875,57,services,married
8876,42,housemaid,divorced
8877,41,management,married
8878,53,services,married
8879,44,blue-collar,married
8880,47,technician,married
8881,56,retired,married
8882,40,services,divorced
8883,31,blue-collar,single
8884,45,housemaid,married
8885,56,technician,married
8886,49,admin.,divorced
8887,29,entrepreneur,divorced
8888,39,admin.,married
8889,38,services,married
8890,58,retired,married
8891,37,blue-collar,married
8892,50,blue-collar,married
8893,59,retired,married
8894,59,retired,married
8895,35,admin.,single
8896,31,admin.,single
8897,41,management,married
8898,55,retired,married
8899,41,blue-collar,single
8900,42,blue-collar,married
8901,47,blue-collar,married
8902,42,blue-collar,married
8903,28,blue-collar,married
8904,54,admin.,married
8905,32,technician,single
8906,59,unknown,married
8907,35,technician,married
8908,31,housemaid,divorced
8909,39,services,married
8910,41,admin.,married
8911,36,blue-collar,married
8912,34,blue-collar,married
8913,39,entrepreneur,single
8914,54,technician,single
8915,44,blue-collar,married
8916,44,services,married
8917,44,technician,single
8918,31,services,married
8919,56,entrepreneur,married
8920,31,admin.,married
8921,33,self-employed,single
8922,44,admin.,married
8923,47,admin.,divorced
8924,37,blue-collar,single
8925,41,blue-collar,married
8926,27,admin.,single
8927,49,blue-collar,married
8928,46,housemaid,married
8929,42,blue-collar,married
8930,37,admin.,married
8931,46,blue-collar,married
8932,46,self-employed,married
8933,41,blue-collar,married
8934,37,services,married
8935,49,blue-collar,married
8936,34,services,married
8937,37,services,married
8938,29,services,single
8939,26,blue-collar,single
8940,31,admin.,married
8941,50,technician,married
8942,55,admin.,married
8943,40,technician,married
8944,50,management,married
8945,52,management,divorced
8946,39,services,married
8947,31,management,single
8948,39,admin.,married
8949,38,blue-collar,married
8950,38,services,married
8951,60,retired,married
8952,34,technician,single
8953,37,technician,married
8954,32,housemaid,married
8955,48,management,married
8956,42,blue-collar,married
8957,29,blue-collar,married
8958,31,technician,married
8959,40,admin.,married
8960,40,admin.,single
8961,31,technician,married
8962,58,entrepreneur,divorced
8963,40,entrepreneur,married
8964,48,blue-collar,married
8965,34,admin.,single
8966,41,blue-collar,married
8967,36,blue-collar,single
8968,41,blue-collar,married
8969,37,entrepreneur,married
8970,33,admin.,married
8971,38,housemaid,married
8972,38,admin.,married
8973,36,admin.,married
8974,34,services,divorced
8975,45,unknown,married
8976,43,admin.,married
8977,31,technician,single
8978,52,management,married
8979,35,blue-collar,married
8980,47,admin.,married
8981,26,housemaid,married
8982,35,blue-collar,divorced
8983,57,self-employed,married
8984,50,technician,married
8985,43,admin.,married
8986,41,blue-collar,divorced
8987,47,blue-collar,married
8988,48,blue-collar,divorced
8989,45,technician,married
8990,30,blue-collar,single
8991,45,blue-collar,married
8992,34,entrepreneur,married
8993,56,admin.,divorced
8994,36,admin.,married
8995,45,blue-collar,married
8996,31,admin.,single
8997,40,blue-collar,married
8998,41,admin.,married
8999,32,services,married
9000,52,housemaid,married
9001,39,admin.,married
9002,47,blue-collar,married
9003,29,services,single
9004,46,management,married
9005,34,services,single
9006,35,technician,single
9007,30,technician,divorced
9008,31,entrepreneur,married
9009,37,blue-collar,married
9010,40,admin.,married
9011,47,blue-collar,married
9012,43,admin.,married
9013,30,blue-collar,married
9014,41,services,married
9015,46,admin.,divorced
9016,32,technician,married
9017,47,entrepreneur,married
9018,32,services,single
9019,37,entrepreneur,married
9020,27,blue-collar,single
9021,39,admin.,married
9022,56,technician,married
9023,39,management,divorced
9024,35,blue-collar,married
9025,36,management,divorced
9026,49,technician,married
9027,40,entrepreneur,married
9028,34,blue-collar,divorced
9029,51,unemployed,married
9030,38,entrepreneur,married
9031,37,admin.,married
9032,51,admin.,married
9033,34,admin.,single
9034,47,admin.,married
9035,38,management,married
9036,43,services,married
9037,46,blue-collar,married
9038,38,admin.,single
9039,25,services,single
9040,37,technician,married
9041,46,admin.,divorced
9042,52,blue-collar,married
9043,34,admin.,single
9044,37,technician,married
9045,40,admin.,married
9046,27,blue-collar,married
9047,43,technician,married
9048,29,blue-collar,married
9049,45,self-employed,married
9050,36,services,married
9051,30,management,single
9052,48,admin.,divorced
9053,41,admin.,married
9054,42,admin.,married
9055,37,blue-collar,married
9056,48,blue-collar,married
9057,38,unemployed,married
9058,41,technician,married
9059,35,technician,married
9060,39,blue-collar,married
9061,45,services,divorced
9062,23,blue-collar,married
9063,42,unemployed,married
9064,31,services,married
9065,43,blue-collar,married
9066,25,technician,single
9067,36,admin.,married
9068,46,technician,married
9069,57,technician,single
9070,41,blue-collar,married
9071,44,services,married
9072,53,technician,married
9073,46,management,married
9074,29,services,single
9075,45,housemaid,married
9076,42,blue-collar,divorced
9077,50,blue-collar,married
9078,44,housemaid,married
9079,32,housemaid,married
9080,32,housemaid,single
9081,35,admin.,married
9082,30,services,married
9083,30,services,married
9084,30,services,married
9085,31,services,married
9086,50,entrepreneur,married
9087,36,blue-collar,married
9088,48,admin.,divorced
9089,36,blue-collar,married
9090,50,blue-collar,married
9091,47,entrepreneur,married
9092,54,retired,married
9093,33,admin.,single
9094,41,management,married
9095,35,services,married
9096,33,blue-collar,single
9097,44,management,single
9098,38,blue-collar,divorced
9099,46,blue-collar,married
9100,35,blue-collar,married
9101,39,services,married
9102,33,blue-collar,married
9103,60,admin.,single
9104,36,technician,married
9105,54,technician,married
9106,35,technician,married
9107,32,management,married
9108,30,blue-collar,married
9109,34,services,married
9110,54,entrepreneur,married
9111,50,admin.,married
9112,41,housemaid,married
9113,54,management,married
9114,44,technician,married
9115,31,blue-collar,married
9116,38,technician,married
9117,53,services,married
9118,37,blue-collar,married
9119,49,technician,married
9120,45,self-employed,married
9121,40,technician,married
9122,50,blue-collar,married
9123,41,blue-collar,married
9124,56,blue-collar,married
9125,43,blue-collar,married
9126,34,admin.,married
9127,54,technician,married
9128,57,management,divorced
9129,58,technician,married
9130,54,technician,married
9131,42,blue-collar,married
9132,47,technician,married
9133,31,admin.,single
9134,48,unemployed,married
9135,36,management,married
9136,39,blue-collar,married
9137,27,services,single
9138,33,admin.,married
9139,30,self-employed,married
9140,50,management,married
9141,50,self-employed,married
9142,41,admin.,single
9143,26,services,single
9144,51,services,married
9145,32,admin.,single
9146,44,blue-collar,married
9147,44,blue-collar,married
9148,39,technician,married
9149,56,blue-collar,married
9150,35,blue-collar,single
9151,40,admin.,divorced
9152,41,blue-collar,married
9153,29,technician,married
9154,48,services,married
9155,33,blue-collar,married
9156,31,blue-collar,single
9157,52,self-employed,married
9158,58,technician,divorced
9159,45,blue-collar,married
9160,34,technician,married
9161,35,blue-collar,married
9162,32,technician,single
9163,50,services,married
9164,53,blue-collar,married
9165,45,admin.,single
9166,36,services,married
9167,52,technician,married
9168,41,blue-collar,married
9169,50,technician,married
9170,57,retired,married
9171,34,admin.,single
9172,30,services,married
9173,33,self-employed,married
9174,53,blue-collar,married
9175,35,unemployed,married
9176,34,blue-collar,married
9177,41,technician,married
9178,39,admin.,married
9179,55,services,married
9180,42,services,married
9181,40,services,divorced
9182,30,services,divorced
9183,56,blue-collar,married
9184,41,management,married
9185,32,blue-collar,married
9186,35,admin.,single
9187,42,retired,married
9188,28,admin.,single
9189,52,unknown,married
9190,38,admin.,married
9191,35,unemployed,married
9192,58,services,married
9193,35,entrepreneur,divorced
9194,39,admin.,single
9195,37,blue-collar,married
9196,33,blue-collar,married
9197,40,admin.,single
9198,35,blue-collar,married
9199,42,blue-collar,married
9200,26,entrepreneur,married
9201,47,blue-collar,single
9202,28,admin.,married
9203,38,admin.,married
9204,35,management,single
9205,36,blue-collar,married
9206,35,technician,single
9207,28,entrepreneur,married
9208,43,management,married
